GEOID,County,Neighborhood_type,categorical_average
06085502903,Santa Clara,50+ NL White,Above Average
06085502800,Santa Clara,Other,Above Average
06085502701,Santa Clara,Other,Above Average
06085506302,Santa Clara,Other,Below/Equal Average
06085506301,Santa Clara,Other,Below/Equal Average
06085504321,Santa Clara,Other,Above Average
06085504316,Santa Clara,Other,Above Average
06085511200,Santa Clara,50+ NL White,Below/Equal Average
06085510801,Santa Clara,Other,Below/Equal Average
06085509901,Santa Clara,50+ NL White,Below/Equal Average
06085510500,Santa Clara,50+ NL White,Below/Equal Average
06085512402,Santa Clara,Other,Above Average
06085501502,Santa Clara,50+ Latino,Above Average
06085500901,Santa Clara,Other,Above Average
06085507205,Santa Clara,50+ NL White,Below/Equal Average
06085512505,Santa Clara,50+ Latino,Above Average
06085511800,Santa Clara,70+ NL White,Below/Equal Average
06085510001,Santa Clara,50+ NL White,Below/Equal Average
06085509902,Santa Clara,Other,Below/Equal Average
06085509102,Santa Clara,Other,Below/Equal Average
06085508505,Santa Clara,Other,Below/Equal Average
06085508403,Santa Clara,50+ NL White,Below/Equal Average
06085507805,Santa Clara,Other,Below/Equal Average
06085504805,Santa Clara,Other,Below/Equal Average
06085503210,Santa Clara,Other,Above Average
06085505303,Santa Clara,Other,Above Average
06085505302,Santa Clara,Other,Below/Equal Average
06085506601,Santa Clara,Other,Below/Equal Average
06085512305,Santa Clara,Other,Above Average
06085511907,Santa Clara,Other,Above Average
06085503510,Santa Clara,50+ Latino,Below/Equal Average
06085512001,Santa Clara,Other,Above Average
06085511912,Santa Clara,Other,Above Average
06085511916,Santa Clara,Other,Above Average
06085506703,Santa Clara,Other,Below/Equal Average
06085506305,Santa Clara,Other,Below/Equal Average
06085507302,Santa Clara,50+ NL White,Below/Equal Average
06085506202,Santa Clara,Other,Below/Equal Average
06085504201,Santa Clara,Other,Below/Equal Average
06085504102,Santa Clara,50+ Latino,Below/Equal Average
06085503711,Santa Clara,50+ Latino,Above Average
06085503324,Santa Clara,Other,Above Average
06085503330,Santa Clara,Other,Above Average
06085503116,Santa Clara,Other,Above Average
06085503332,Santa Clara,50+ NL White,Above Average
06085504307,Santa Clara,Other,Below/Equal Average
06085504423,Santa Clara,Other,Below/Equal Average
06085504322,Santa Clara,Other,Above Average
06085512026,Santa Clara,Other,Above Average
06085503105,Santa Clara,Other,Above Average
06085511917,Santa Clara,Other,Above Average
06085512515,Santa Clara,Other,Above Average
06085512054,Santa Clara,Other,Above Average
06085503221,Santa Clara,Other,Above Average
06085507003,Santa Clara,70+ NL White,Below/Equal Average
06085507004,Santa Clara,70+ NL White,Below/Equal Average
06085504903,Santa Clara,Other,Above Average
06085512056,Santa Clara,Other,Above Average
06085507704,Santa Clara,Other,Below/Equal Average
06085512513,Santa Clara,70+ Latino,Above Average
06085508708,Santa Clara,Other,Below/Equal Average
06085502704,Santa Clara,Other,Below/Equal Average
06085503508,Santa Clara,70+ Latino,Below/Equal Average
06085503313,Santa Clara,Other,Above Average
06085503213,Santa Clara,Other,Above Average
06085504317,Santa Clara,Other,Above Average
06085504422,Santa Clara,Other,Below/Equal Average
06085500200,Santa Clara,Other,Above Average
06085511302,Santa Clara,50+ NL White,Below/Equal Average
06085511100,Santa Clara,Other,Below/Equal Average
06085510802,Santa Clara,50+ NL White,Below/Equal Average
06085510600,Santa Clara,Other,Below/Equal Average
06085510200,Santa Clara,50+ NL White,Below/Equal Average
06085509500,Santa Clara,Other,Below/Equal Average
06085512401,Santa Clara,Other,Above Average
06085512314,Santa Clara,Other,Above Average
06085502001,Santa Clara,Other,Above Average
06085501402,Santa Clara,50+ Latino,Above Average
06085501200,Santa Clara,Other,Above Average
06085506702,Santa Clara,Other,Below/Equal Average
06085504418,Santa Clara,Other,Below/Equal Average
06085512604,Santa Clara,70+ Latino,Above Average
06085504601,Santa Clara,Other,Below/Equal Average
06085510100,Santa Clara,50+ NL White,Below/Equal Average
06085512035,Santa Clara,Other,Above Average
06085512037,Santa Clara,Other,Above Average
06085512032,Santa Clara,Other,Above Average
06085512031,Santa Clara,Other,Above Average
06085512025,Santa Clara,Other,Above Average
06085512022,Santa Clara,Other,Above Average
06085512019,Santa Clara,Other,Above Average
06085503305,Santa Clara,Other,Above Average
06085512005,Santa Clara,Other,Above Average
06085511914,Santa Clara,50+ NL White,Above Average
06085511911,Santa Clara,50+ NL White,Above Average
06085511905,Santa Clara,50+ NL White,Above Average
06085507905,Santa Clara,Other,Below/Equal Average
06085508601,Santa Clara,Other,Below/Equal Average
06085508404,Santa Clara,Other,Below/Equal Average
06085507806,Santa Clara,Other,Below/Equal Average
06085506804,Santa Clara,50+ NL White,Below/Equal Average
06085506802,Santa Clara,Other,Below/Equal Average
06085506606,Santa Clara,Other,Below/Equal Average
06085507402,Santa Clara,Other,Below/Equal Average
06085507401,Santa Clara,Other,Below/Equal Average
06085506101,Santa Clara,Other,Below/Equal Average
06085505700,Santa Clara,Other,Above Average
06085505500,Santa Clara,Other,Above Average
06085504315,Santa Clara,Other,Above Average
06085504602,Santa Clara,50+ Latino,Below/Equal Average
06085506604,Santa Clara,Other,Below/Equal Average
06085506603,Santa Clara,Other,Below/Equal Average
06085505100,Santa Clara,Other,Above Average
06085513000,Santa Clara,Other,Below/Equal Average
06085503312,Santa Clara,Other,Below/Equal Average
06085507702,Santa Clara,Other,Below/Equal Average
06085503803,Santa Clara,Other,Above Average
06085503708,Santa Clara,Other,Above Average
06085503802,Santa Clara,Other,Below/Equal Average
06085503315,Santa Clara,Other,Above Average
06085503601,Santa Clara,50+ Latino,Above Average
06085503331,Santa Clara,Other,Above Average
06085505401,Santa Clara,Other,Below/Equal Average
06085505305,Santa Clara,Other,Below/Equal Average
06085505203,Santa Clara,Other,Above Average
06085505007,Santa Clara,Other,Above Average
06085503123,Santa Clara,50+ Latino,Above Average
06085512038,Santa Clara,Other,Above Average
06085511705,Santa Clara,50+ NL White,Below/Equal Average
06085506203,Santa Clara,Other,Below/Equal Average
06085512039,Santa Clara,50+ Latino,Above Average
06085511608,Santa Clara,Other,Below/Equal Average
06085512311,Santa Clara,Other,Above Average
06085502301,Santa Clara,50+ NL White,Above Average
06085503903,Santa Clara,Other,Below/Equal Average
06085507002,Santa Clara,70+ NL White,Below/Equal Average
06085511701,Santa Clara,50+ NL White,Below/Equal Average
06085511702,Santa Clara,50+ NL White,Below/Equal Average
06085508503,Santa Clara,Other,Below/Equal Average
06085504700,Santa Clara,Other,Below/Equal Average
06085506000,Santa Clara,Other,Below/Equal Average
06085505202,Santa Clara,Other,Above Average
06085512023,Santa Clara,Other,Above Average
06085512052,Santa Clara,Other,Above Average
06085511910,Santa Clara,50+ NL White,Above Average
06085507206,Santa Clara,50+ NL White,Below/Equal Average
06085504002,Santa Clara,50+ Latino,Below/Equal Average
06085503506,Santa Clara,50+ Latino,Below/Equal Average
06085503902,Santa Clara,50+ Latino,Below/Equal Average
06085503003,Santa Clara,50+ NL White,Above Average
06085502907,Santa Clara,50+ NL White,Above Average
06085502901,Santa Clara,50+ NL White,Above Average
06085502302,Santa Clara,Other,Above Average
06085511400,Santa Clara,50+ NL White,Below/Equal Average
06085509403,Santa Clara,Other,Below/Equal Average
06085512307,Santa Clara,Other,Above Average
06085501300,Santa Clara,Other,Above Average
06085506502,Santa Clara,50+ NL White,Below/Equal Average
06085511918,Santa Clara,Other,Above Average
06085502104,Santa Clara,Other,Above Average
06085504424,Santa Clara,Other,Below/Equal Average
06085511502,Santa Clara,50+ NL White,Below/Equal Average
06085512057,Santa Clara,Other,Above Average
06085512059,Santa Clara,Other,Above Average
06085503222,Santa Clara,50+ Latino,Above Average
06085508206,Santa Clara,Other,Below/Equal Average
06085512516,Santa Clara,50+ Latino,Above Average
06085501601,Santa Clara,Other,Above Average
06085505902,Santa Clara,50+ NL White,Above Average
06085512055,Santa Clara,Other,Above Average
06085508306,Santa Clara,Other,Below/Equal Average
06085503402,Santa Clara,50+ Latino,Above Average
06085503710,Santa Clara,50+ Latino,Above Average
06085511609,Santa Clara,50+ NL White,Below/Equal Average
06085503122,Santa Clara,Other,Above Average
06085501101,Santa Clara,Other,Above Average
06085507903,Santa Clara,Other,Below/Equal Average
06085512603,Santa Clara,70+ Latino,Above Average
06085510300,Santa Clara,50+ NL White,Below/Equal Average
06085512043,Santa Clara,50+ Latino,Above Average
06085503121,Santa Clara,50+ Latino,Above Average
06085506803,Santa Clara,Other,Above Average
06085505800,Santa Clara,Other,Above Average
06085504308,Santa Clara,Other,Below/Equal Average
06085504101,Santa Clara,50+ Latino,Below/Equal Average
06085503703,Santa Clara,70+ Latino,Above Average
06085508705,Santa Clara,Other,Below/Equal Average
06085508706,Santa Clara,Other,Below/Equal Average
06085505010,Santa Clara,Other,Above Average
06085511704,Santa Clara,Other,Below/Equal Average
06085504506,Santa Clara,Other,Below/Equal Average
06085512509,Santa Clara,50+ Latino,Above Average
06085503339,Santa Clara,Other,Above Average
06085503125,Santa Clara,Other,Above Average
06085506801,Santa Clara,70+ NL White,Below/Equal Average
06085507808,Santa Clara,Other,Below/Equal Average
06085503218,Santa Clara,70+ Latino,Above Average
06085512308,Santa Clara,50+ NL White,Above Average
06085512058,Santa Clara,Other,Above Average
06085506505,Santa Clara,Other,Below/Equal Average
06085503124,Santa Clara,Other,Above Average
06085506900,Santa Clara,50+ NL White,Below/Equal Average
06085508101,Santa Clara,Other,Below/Equal Average
06085502202,Santa Clara,50+ NL White,Above Average
06085503001,Santa Clara,50+ NL White,Above Average
06085500300,Santa Clara,Other,Above Average
06085503207,Santa Clara,Other,Above Average
06085502902,Santa Clara,50+ NL White,Above Average
06085504323,Santa Clara,Other,Above Average
06085509801,Santa Clara,Other,Below/Equal Average
06085504414,Santa Clara,Other,Below/Equal Average
06085504311,Santa Clara,Other,Above Average
06085503333,Santa Clara,Other,Above Average
06085512100,Santa Clara,50+ Latino,Above Average
06085507705,Santa Clara,Other,Below/Equal Average
06085504510,Santa Clara,Other,Above Average
06085504902,Santa Clara,Other,Above Average
06085505012,Santa Clara,Other,Above Average
06085504509,Santa Clara,Other,Above Average
06085508301,Santa Clara,Other,Below/Equal Average
06085508509,Santa Clara,Other,Below/Equal Average
06085501902,Santa Clara,Other,Above Average
06085509111,Santa Clara,Other,Below/Equal Average
06085503327,Santa Clara,Other,Above Average
06085503713,Santa Clara,50+ Latino,Below/Equal Average
06085512053,Santa Clara,Other,Above Average
06085511915,Santa Clara,Other,Above Average
06085507301,Santa Clara,Other,Below/Equal Average
06085504202,Santa Clara,Other,Below/Equal Average
06085503325,Santa Clara,Other,Above Average
06085508203,Santa Clara,Other,Below/Equal Average
06085512027,Santa Clara,Other,Above Average
06085504001,Santa Clara,50+ Latino,Below/Equal Average
06085503211,Santa Clara,Other,Above Average
06085503111,Santa Clara,50+ Latino,Above Average
06085504319,Santa Clara,Other,Above Average
06085509404,Santa Clara,Other,Below/Equal Average
06085509108,Santa Clara,Other,Below/Equal Average
06085512510,Santa Clara,Other,Above Average
06085504314,Santa Clara,Other,Below/Equal Average
06085510700,Santa Clara,Other,Below/Equal Average
06085509201,Santa Clara,Other,Below/Equal Average
06085504421,Santa Clara,Other,Below/Equal Average
06085503326,Santa Clara,Other,Above Average
06085505006,Santa Clara,Other,Above Average
06085507600,Santa Clara,Other,Below/Equal Average
06085504318,Santa Clara,Other,Above Average
06085512602,Santa Clara,Other,Above Average
06085508004,Santa Clara,Other,Below/Equal Average
06085503322,Santa Clara,Other,Above Average
06085502601,Santa Clara,50+ NL White,Above Average
06085500400,Santa Clara,Other,Above Average
06085502101,Santa Clara,Other,Above Average
06085508006,Santa Clara,Other,Below/Equal Average
06085505014,Santa Clara,Other,Below/Equal Average
06085509001,Santa Clara,50+ Latino,Below/Equal Average
06085502103,Santa Clara,Other,Above Average
06085503707,Santa Clara,50+ Latino,Above Average
06085508102,Santa Clara,Other,Below/Equal Average
06085504410,Santa Clara,Other,Above Average
06085508305,Santa Clara,Other,Below/Equal Average
06085503127,Santa Clara,Other,Above Average
06085512036,Santa Clara,Other,Above Average
06085507100,Santa Clara,70+ NL White,Below/Equal Average
06085503338,Santa Clara,Other,Above Average
06085503329,Santa Clara,Other,Above Average
06085508900,Santa Clara,Other,Below/Equal Average
06085505013,Santa Clara,Other,Above Average
06085501602,Santa Clara,50+ Latino,Above Average
06013389200,Contra Costa,Other,Below/Equal Average
06013359102,Contra Costa,Other,Below/Equal Average
06013379000,Contra Costa,70+ Latino,Below/Equal Average
06013337300,Contra Costa,50+ NL White,Below/Equal Average
06013345111,Contra Costa,Other,Below/Equal Average
06013333102,Contra Costa,50+ NL White,Below/Equal Average
06013323000,Contra Costa,50+ NL White,Below/Equal Average
06013387000,Contra Costa,Other,Below/Equal Average
06013302009,Contra Costa,Other,Above Average
06013345116,Contra Costa,50+ NL White,Below/Equal Average
06013351103,Contra Costa,70+ NL White,Below/Equal Average
06013320003,Contra Costa,50+ NL White,Below/Equal Average
06013337202,Contra Costa,50+ NL White,Below/Equal Average
06013334008,Contra Costa,Other,Below/Equal Average
06013303104,Contra Costa,Other,Above Average
06013302013,Contra Costa,50+ NL White,Above Average
06013389100,Contra Costa,Other,Below/Equal Average
06013390100,Contra Costa,50+ NL White,Below/Equal Average
06013359204,Contra Costa,Other,Below/Equal Average
06013365003,Contra Costa,Other,Below/Equal Average
06013374000,Contra Costa,50+ Latino,Below/Equal Average
06013383000,Contra Costa,Other,Below/Equal Average
06013366001,Contra Costa,50+ Latino,Below/Equal Average
06013345105,Contra Costa,50+ NL White,Below/Equal Average
06013328000,Contra Costa,Other,Below/Equal Average
06013333101,Contra Costa,50+ NL White,Below/Equal Average
06013346203,Contra Costa,70+ NL White,Below/Equal Average
06013352201,Contra Costa,50+ NL White,Below/Equal Average
06013304003,Contra Costa,50+ NL White,Above Average
06013386000,Contra Costa,Other,Below/Equal Average
06013336202,Contra Costa,50+ Latino,Below/Equal Average
06013355113,Contra Costa,50+ NL White,Below/Equal Average
06013302011,Contra Costa,Other,Above Average
06013355121,Contra Costa,Other,Below/Equal Average
06013346206,Contra Costa,50+ NL White,Below/Equal Average
06013355309,Contra Costa,50+ NL White,Below/Equal Average
06013324003,Contra Costa,50+ NL White,Below/Equal Average
06013371000,Contra Costa,Other,Below/Equal Average
06013306003,Contra Costa,Other,Above Average
06013313102,Contra Costa,Other,Above Average
06013345103,Contra Costa,50+ NL White,Below/Equal Average
06013302012,Contra Costa,Other,Above Average
06013336103,Contra Costa,50+ Latino,Below/Equal Average
06013302005,Contra Costa,Other,Above Average
06013370000,Contra Costa,Other,Below/Equal Average
06013343001,Contra Costa,70+ NL White,Below/Equal Average
06013327002,Contra Costa,Other,Below/Equal Average
